| G_Breite|  G_Tiefe|    dx| Vs_mit[l/h]| Vs_tra[l/h]
|---------|---------|------|------------|------------
     5.00      4.00   0.05     0.032008     0.026123 
    10.00      6.00   0.05     0.034963     0.028318 
    10.00      6.00   0.05     0.034963     0.028318 
    10.00      6.00   0.05     0.028318 
