# i   j          x          y        u_x        u_y        |u|
#-------------------------------------------------------------
 40 100  2.000e+00  5.000e+00  1.282e-11  1.885e-11  2.280e-11
 40 104  2.000e+00  5.200e+00  1.526e-11  1.525e-11  2.157e-11
 40 108  2.000e+00  5.400e+00  1.708e-11  1.159e-11  2.064e-11
 40 112  2.000e+00  5.600e+00  1.835e-11  7.889e-12  1.997e-11
 40 116  2.000e+00  5.800e+00  1.912e-11  4.179e-12  1.957e-11
 40 120  2.000e+00  6.000e+00  1.941e-11  0.000e+00  1.941e-11

 44   0  2.200e+00  0.000e+00 -0.000e+00 -1.473e-10  1.473e-10
 44   4  2.200e+00  2.000e-01 -1.139e-11 -1.469e-10  1.473e-10
 44   8  2.200e+00  4.000e-01 -2.312e-11 -1.456e-10  1.475e-10
 44  12  2.200e+00  6.000e-01 -3.545e-11 -1.433e-10  1.476e-10
 44  16  2.200e+00  8.000e-01 -4.855e-11 -1.393e-10  1.475e-10
 44  20  2.200e+00  1.000e+00 -6.231e-11 -1.332e-10  1.470e-10
 44  24  2.200e+00  1.200e+00 -7.636e-11 -1.241e-10  1.457e-10
 44  28  2.200e+00  1.400e+00 -8.990e-11 -1.117e-10  1.434e-10
 44  32  2.200e+00  1.600e+00 -1.018e-10 -9.561e-11  1.396e-10
 44  36  2.200e+00  1.800e+00 -1.105e-10 -7.615e-11  1.342e-10
 44  40  2.200e+00  2.000e+00 -1.149e-10 -5.435e-11  1.271e-10
 44  44  2.200e+00  2.200e+00 -1.141e-10 -3.185e-11  1.185e-10
 44  48  2.200e+00  2.400e+00 -1.081e-10 -1.053e-11  1.087e-10
 44  52  2.200e+00  2.600e+00 -9.793e-11  7.982e-12  9.826e-11
 44  56  2.200e+00  2.800e+00 -8.485e-11  2.267e-11  8.782e-11
 44  60  2.200e+00  3.000e+00 -7.040e-11  3.324e-11  7.785e-11
 44  64  2.200e+00  3.200e+00 -5.586e-11  3.996e-11  6.868e-11
 44  68  2.200e+00  3.400e+00 -4.214e-11  4.342e-11  6.051e-11
 44  72  2.200e+00  3.600e+00 -2.976e-11  4.433e-11  5.340e-11
 44  76  2.200e+00  3.800e+00 -1.895e-11  4.336e-11  4.732e-11
 44  80  2.200e+00  4.000e+00 -9.749e-12  4.107e-11  4.221e-11
 44  84  2.200e+00  4.200e+00 -2.057e-12  3.791e-11  3.796e-11
 44  88  2.200e+00  4.400e+00  4.272e-12  3.419e-11  3.445e-11
 44  92  2.200e+00  4.600e+00  9.406e-12  3.015e-11  3.158e-11
 44  96  2.200e+00  4.800e+00  1.351e-11  2.594e-11  2.925e-11
 44 100  2.200e+00  5.000e+00  1.674e-11  2.167e-11  2.738e-11
 44 104  2.200e+00  5.200e+00  1.921e-11  1.739e-11  2.591e-11
 44 108  2.200e+00  5.400e+00  2.104e-11  1.313e-11  2.480e-11
 44 112  2.200e+00  5.600e+00  2.231e-11  8.901e-12  2.402e-11
 44 116  2.200e+00  5.800e+00  2.307e-11  4.703e-12  2.354e-11
 44 120  2.200e+00  6.000e+00  2.335e-11  0.000e+00  2.335e-11

 48   0  2.400e+00  0.000e+00 -0.000e+00 -1.589e-10  1.589e-10
 48   4  2.400e+00  2.000e-01 -1.196e-11 -1.587e-10  1.592e-10
 48   8  2.400e+00  4.000e-01 -2.447e-11 -1.582e-10  1.600e-10
 48  12  2.400e+00  6.000e-01 -3.804e-11 -1.568e-10  1.613e-10
 48  16  2.400e+00  8.000e-01 -5.302e-11 -1.539e-10  1.628e-10
 48  20  2.400e+00  1.000e+00 -6.950e-11 -1.487e-10  1.641e-10
 48  24  2.400e+00  1.200e+00 -8.714e-11 -1.400e-10  1.649e-10
 48  28  2.400e+00  1.400e+00 -1.050e-10 -1.267e-10  1.646e-10
 48  32  2.400e+00  1.600e+00 -1.213e-10 -1.081e-10  1.625e-10
 48  36  2.400e+00  1.800e+00 -1.339e-10 -8.430e-11  1.582e-10
 48  40  2.400e+00  2.000e+00 -1.404e-10 -5.663e-11  1.514e-10
 48  44  2.400e+00  2.200e+00 -1.393e-10 -2.770e-11  1.420e-10
 48  48  2.400e+00  2.400e+00 -1.307e-10 -6.030e-13  1.307e-10
 48  52  2.400e+00  2.600e+00 -1.162e-10  2.208e-11  1.183e-10
 48  56  2.400e+00  2.800e+00 -9.812e-11  3.899e-11  1.056e-10
 48  60  2.400e+00  3.000e+00 -7.889e-11  5.003e-11  9.341e-11
 48  64  2.400e+00  3.200e+00 -6.028e-11  5.594e-11  8.224e-11
 48  68  2.400e+00  3.400e+00 -4.339e-11  5.785e-11  7.232e-11
 48  72  2.400e+00  3.600e+00 -2.871e-11  5.689e-11  6.373e-11
 48  76  2.400e+00  3.800e+00 -1.634e-11  5.400e-11  5.642e-11
 48  80  2.400e+00  4.000e+00 -6.129e-12  4.991e-11  5.029e-11
 48  84  2.400e+00  4.200e+00  2.164e-12  4.513e-11  4.518e-11
 48  88  2.400e+00  4.400e+00  8.813e-12  4.002e-11  4.098e-11
 48  92  2.400e+00  4.600e+00  1.408e-11  3.479e-11  3.754e-11
 48  96  2.400e+00  4.800e+00  1.821e-11  2.959e-11  3.475e-11
 48 100  2.400e+00  5.000e+00  2.140e-11  2.448e-11  3.252e-11
 48 104  2.400e+00  5.200e+00  2.381e-11  1.950e-11  3.077e-11
 48 108  2.400e+00  5.400e+00  2.557e-11  1.464e-11  2.946e-11
 48 112  2.400e+00  5.600e+00  2.677e-11  9.884e-12  2.854e-11
 48 116  2.400e+00  5.800e+00  2.748e-11  5.209e-12  2.797e-11
 48 120  2.400e+00  6.000e+00  2.775e-11  0.000e+00  2.775e-11

 52   0  2.600e+00  0.000e+00 -0.000e+00 -1.708e-10  1.708e-10
 52   4  2.600e+00  2.000e-01 -1.196e-11 -1.710e-10  1.714e-10
 52   8  2.600e+00  4.000e-01 -2.475e-11 -1.714e-10  1.732e-10
 52  12  2.600e+00  6.000e-01 -3.917e-11 -1.716e-10  1.761e-10
 52  16  2.600e+00  8.000e-01 -5.591e-11 -1.708e-10  1.797e-10
 52  20  2.600e+00  1.000e+00 -7.542e-11 -1.677e-10  1.838e-10
 52  24  2.600e+00  1.200e+00 -9.760e-11 -1.605e-10  1.878e-10
 52  28  2.600e+00  1.400e+00 -1.215e-10 -1.472e-10  1.908e-10
 52  32  2.600e+00  1.600e+00 -1.447e-10 -1.261e-10  1.919e-10
 52  36  2.600e+00  1.800e+00 -1.635e-10 -9.650e-11  1.898e-10
 52  40  2.600e+00  2.000e+00 -1.736e-10 -6.025e-11  1.838e-10
 52  44  2.600e+00  2.200e+00 -1.722e-10 -2.163e-11  1.736e-10
 52  48  2.600e+00  2.400e+00 -1.593e-10  1.394e-11  1.600e-10
 52  52  2.600e+00  2.600e+00 -1.380e-10  4.217e-11  1.443e-10
 52  56  2.600e+00  2.800e+00 -1.125e-10  6.133e-11  1.281e-10
 52  60  2.600e+00  3.000e+00 -8.662e-11  7.198e-11  1.126e-10
 52  64  2.600e+00  3.200e+00 -6.288e-11  7.592e-11  9.858e-11
 52  68  2.600e+00  3.400e+00 -4.237e-11  7.514e-11  8.626e-11
 52  72  2.600e+00  3.600e+00 -2.533e-11  7.134e-11  7.571e-11
 52  76  2.600e+00  3.800e+00 -1.155e-11  6.581e-11  6.682e-11
 52  80  2.600e+00  4.000e+00 -5.877e-13  5.941e-11  5.941e-11
 52  84  2.600e+00  4.200e+00  8.025e-12  5.268e-11  5.328e-11
 52  88  2.600e+00  4.400e+00  1.473e-11  4.595e-11  4.825e-11
 52  92  2.600e+00  4.600e+00  1.990e-11  3.941e-11  4.415e-11
 52  96  2.600e+00  4.800e+00  2.385e-11  3.314e-11  4.083e-11
 52 100  2.600e+00  5.000e+00  2.684e-11  2.717e-11  3.819e-11
 52 104  2.600e+00  5.200e+00  2.905e-11  2.148e-11  3.613e-11
 52 108  2.600e+00  5.400e+00  3.064e-11  1.604e-11  3.458e-11
 52 112  2.600e+00  5.600e+00  3.171e-11  1.079e-11  3.350e-11
 52 116  2.600e+00  5.800e+00  3.235e-11  5.672e-12  3.284e-11
 52 120  2.600e+00  6.000e+00  3.258e-11  0.000e+00  3.258e-11

 56   0  2.800e+00  0.000e+00 -0.000e+00 -1.823e-10  1.823e-10
 56   4  2.800e+00  2.000e-01 -1.113e-11 -1.830e-10  1.833e-10
 56   8  2.800e+00  4.000e-01 -2.340e-11 -1.849e-10  1.864e-10
 56  12  2.800e+00  6.000e-01 -3.795e-11 -1.875e-10  1.913e-10
 56  16  2.800e+00  8.000e-01 -5.597e-11 -1.900e-10  1.980e-10
 56  20  2.800e+00  1.000e+00 -7.851e-11 -1.906e-10  2.062e-10
 56  24  2.800e+00  1.200e+00 -1.062e-10 -1.870e-10  2.151e-10
 56  28  2.800e+00  1.400e+00 -1.384e-10 -1.757e-10  2.236e-10
 56  32  2.800e+00  1.600e+00 -1.723e-10 -1.528e-10  2.303e-10
 56  36  2.800e+00  1.800e+00 -2.019e-10 -1.158e-10  2.327e-10
 56  40  2.800e+00  2.000e+00 -2.190e-10 -6.647e-11  2.288e-10
 56  44  2.800e+00  2.200e+00 -2.172e-10 -1.229e-11  2.176e-10
 56  48  2.800e+00  2.400e+00 -1.967e-10  3.627e-11  2.000e-10
 56  52  2.800e+00  2.600e+00 -1.638e-10  7.171e-11  1.788e-10
 56  56  2.800e+00  2.800e+00 -1.269e-10  9.234e-11  1.570e-10
 56  60  2.800e+00  3.000e+00 -9.205e-11  1.007e-10  1.364e-10
 56  64  2.800e+00  3.200e+00 -6.211e-11  1.006e-10  1.182e-10
 56  68  2.800e+00  3.400e+00 -3.779e-11  9.535e-11  1.026e-10
 56  72  2.800e+00  3.600e+00 -1.867e-11  8.747e-11  8.944e-11
 56  76  2.800e+00  3.800e+00 -3.934e-12  7.845e-11  7.855e-11
 56  80  2.800e+00  4.000e+00  7.297e-12  6.920e-11  6.958e-11
 56  84  2.800e+00  4.200e+00  1.579e-11  6.019e-11  6.223e-11
 56  88  2.800e+00  4.400e+00  2.216e-11  5.168e-11  5.623e-11
 56  92  2.800e+00  4.600e+00  2.692e-11  4.374e-11  5.137e-11
 56  96  2.800e+00  4.800e+00  3.045e-11  3.639e-11  4.745e-11
 56 100  2.800e+00  5.000e+00  3.304e-11  2.957e-11  4.434e-11
 56 104  2.800e+00  5.200e+00  3.491e-11  2.322e-11  4.193e-11
 56 108  2.800e+00  5.400e+00  3.622e-11  1.724e-11  4.012e-11
 56 112  2.800e+00  5.600e+00  3.709e-11  1.155e-11  3.885e-11
 56 116  2.800e+00  5.800e+00  3.760e-11  6.061e-12  3.808e-11
 56 120  2.800e+00  6.000e+00  3.779e-11  0.000e+00  3.779e-11

 60   0  3.000e+00  0.000e+00 -0.000e+00 -1.923e-10  1.923e-10
 60   4  3.000e+00  2.000e-01 -9.170e-12 -1.937e-10  1.939e-10
 60   8  3.000e+00  4.000e-01 -1.975e-11 -1.975e-10  1.985e-10
 60  12  3.000e+00  6.000e-01 -3.326e-11 -2.035e-10  2.062e-10
 60  16  3.000e+00  8.000e-01 -5.145e-11 -2.108e-10  2.170e-10
 60  20  3.000e+00  1.000e+00 -7.632e-11 -2.177e-10  2.307e-10
 60  24  3.000e+00  1.200e+00 -1.098e-10 -2.212e-10  2.470e-10
 60  28  3.000e+00  1.400e+00 -1.530e-10 -2.160e-10  2.647e-10
 60  32  3.000e+00  1.600e+00 -2.037e-10 -1.944e-10  2.816e-10
 60  36  3.000e+00  1.800e+00 -2.530e-10 -1.486e-10  2.934e-10
 60  40  3.000e+00  2.000e+00 -2.843e-10 -7.805e-11  2.948e-10
 60  44  3.000e+00  2.200e+00 -2.821e-10  3.215e-12  2.821e-10
 60  48  3.000e+00  2.400e+00 -2.465e-10  7.276e-11  2.570e-10
 60  52  3.000e+00  2.600e+00 -1.932e-10  1.167e-10  2.258e-10
 60  56  3.000e+00  2.800e+00 -1.388e-10  1.358e-10  1.942e-10
 60  60  3.000e+00  3.000e+00 -9.219e-11  1.377e-10  1.658e-10
 60  64  3.000e+00  3.200e+00 -5.554e-11  1.301e-10  1.415e-10
 60  68  3.000e+00  3.400e+00 -2.796e-11  1.181e-10  1.214e-10
 60  72  3.000e+00  3.600e+00 -7.639e-12  1.046e-10  1.049e-10
 60  76  3.000e+00  3.800e+00  7.173e-12  9.127e-11  9.155e-11
 60  80  3.000e+00  4.000e+00  1.790e-11  7.869e-11  8.070e-11
 60  84  3.000e+00  4.200e+00  2.564e-11  6.719e-11  7.192e-11
 60  88  3.000e+00  4.400e+00  3.120e-11  5.681e-11  6.482e-11
 60  92  3.000e+00  4.600e+00  3.517e-11  4.749e-11  5.909e-11
 60  96  3.000e+00  4.800e+00  3.798e-11  3.910e-11  5.451e-11
 60 100  3.000e+00  5.000e+00  3.996e-11  3.151e-11  5.089e-11
 60 104  3.000e+00  5.200e+00  4.132e-11  2.458e-11  4.808e-11
 60 108  3.000e+00  5.400e+00  4.224e-11  1.816e-11  4.598e-11
 60 112  3.000e+00  5.600e+00  4.283e-11  1.212e-11  4.451e-11
 60 116  3.000e+00  5.800e+00  4.316e-11  6.346e-12  4.363e-11
 60 120  3.000e+00  6.000e+00  4.329e-11  0.000e+00  4.329e-11

 64   0  3.200e+00  0.000e+00 -0.000e+00 -1.996e-10  1.996e-10
 64   4  3.200e+00  2.000e-01 -5.823e-12 -2.018e-10  2.019e-10
 64   8  3.200e+00  4.000e-01 -1.320e-11 -2.080e-10  2.084e-10
 64  12  3.200e+00  6.000e-01 -2.392e-11 -2.181e-10  2.194e-10
 64  16  3.200e+00  8.000e-01 -4.027e-11 -2.317e-10  2.352e-10
 64  20  3.200e+00  1.000e+00 -6.537e-11 -2.479e-10  2.563e-10
 64  24  3.200e+00  1.200e+00 -1.034e-10 -2.636e-10  2.832e-10
 64  28  3.200e+00  1.400e+00 -1.591e-10 -2.725e-10  3.155e-10
 64  32  3.200e+00  1.600e+00 -2.351e-10 -2.611e-10  3.513e-10
 64  36  3.200e+00  1.800e+00 -3.221e-10 -2.088e-10  3.838e-10
 64  40  3.200e+00  2.000e+00 -3.861e-10 -1.021e-10  3.994e-10
 64  44  3.200e+00  2.200e+00 -3.833e-10  3.222e-11  3.847e-10
 64  48  3.200e+00  2.400e+00 -3.140e-10  1.375e-10  3.428e-10
 64  52  3.200e+00  2.600e+00 -2.223e-10  1.877e-10  2.909e-10
 64  56  3.200e+00  2.800e+00 -1.419e-10  1.963e-10  2.422e-10
 64  60  3.200e+00  3.000e+00 -8.191e-11  1.839e-10  2.013e-10
 64  64  3.200e+00  3.200e+00 -3.981e-11  1.637e-10  1.685e-10
 64  68  3.200e+00  3.400e+00 -1.089e-11  1.421e-10  1.425e-10
 64  72  3.200e+00  3.600e+00  8.852e-12  1.216e-10  1.219e-10
 64  76  3.200e+00  3.800e+00  2.231e-11  1.032e-10  1.056e-10
 64  80  3.200e+00  4.000e+00  3.145e-11  8.708e-11  9.259e-11
 64  84  3.200e+00  4.200e+00  3.764e-11  7.306e-11  8.218e-11
 64  88  3.200e+00  4.400e+00  4.179e-11  6.089e-11  7.385e-11
 64  92  3.200e+00  4.600e+00  4.454e-11  5.030e-11  6.719e-11
 64  96  3.200e+00  4.800e+00  4.633e-11  4.102e-11  6.188e-11
 64 100  3.200e+00  5.000e+00  4.747e-11  3.280e-11  5.770e-11
 64 104  3.200e+00  5.200e+00  4.817e-11  2.542e-11  5.447e-11
 64 108  3.200e+00  5.400e+00  4.859e-11  1.869e-11  5.206e-11
 64 112  3.200e+00  5.600e+00  4.882e-11  1.244e-11  5.038e-11
 64 116  3.200e+00  5.800e+00  4.894e-11  6.498e-12  4.937e-11
 64 120  3.200e+00  6.000e+00  4.898e-11  0.000e+00  4.898e-11

 68   0  3.400e+00  0.000e+00 -0.000e+00 -2.029e-10  2.029e-10
 68   4  3.400e+00  2.000e-01 -9.590e-13 -2.059e-10  2.059e-10
 68   8  3.400e+00  4.000e-01 -3.390e-12 -2.144e-10  2.144e-10
 68  12  3.400e+00  6.000e-01 -9.075e-12 -2.289e-10  2.291e-10
 68  16  3.400e+00  8.000e-01 -2.053e-11 -2.500e-10  2.508e-10
 68  20  3.400e+00  1.000e+00 -4.166e-11 -2.778e-10  2.810e-10
 68  24  3.400e+00  1.200e+00 -7.899e-11 -3.119e-10  3.217e-10
 68  28  3.400e+00  1.400e+00 -1.434e-10 -3.477e-10  3.761e-10
 68  32  3.400e+00  1.600e+00 -2.509e-10 -3.692e-10  4.464e-10
 68  36  3.400e+00  1.800e+00 -4.106e-10 -3.306e-10  5.272e-10
 68  40  3.400e+00  2.000e+00 -5.639e-10 -1.609e-10  5.864e-10
 68  44  3.400e+00  2.200e+00 -5.599e-10  9.743e-11  5.683e-10
 68  48  3.400e+00  2.400e+00 -4.002e-10  2.646e-10  4.798e-10
 68  52  3.400e+00  2.600e+00 -2.355e-10  3.005e-10  3.818e-10
 68  56  3.400e+00  2.800e+00 -1.230e-10  2.762e-10  3.024e-10
 68  60  3.400e+00  3.000e+00 -5.355e-11  2.368e-10  2.428e-10
 68  64  3.400e+00  3.200e+00 -1.106e-11  1.983e-10  1.986e-10
 68  68  3.400e+00  3.400e+00  1.517e-11  1.646e-10  1.653e-10
 68  72  3.400e+00  3.600e+00  3.149e-11  1.364e-10  1.400e-10
 68  76  3.400e+00  3.800e+00  4.165e-11  1.129e-10  1.203e-10
 68  80  3.400e+00  4.000e+00  4.790e-11  9.334e-11  1.049e-10
 68  84  3.400e+00  4.200e+00  5.164e-11  7.706e-11  9.276e-11
 68  88  3.400e+00  4.400e+00  5.376e-11  6.339e-11  8.312e-11
 68  92  3.400e+00  4.600e+00  5.486e-11  5.180e-11  7.545e-11
 68  96  3.400e+00  4.800e+00  5.532e-11  4.187e-11  6.938e-11
 68 100  3.400e+00  5.000e+00  5.541e-11  3.324e-11  6.461e-11
 68 104  3.400e+00  5.200e+00  5.530e-11  2.562e-11  6.094e-11
 68 108  3.400e+00  5.400e+00  5.511e-11  1.876e-11  5.821e-11
 68 112  3.400e+00  5.600e+00  5.492e-11  1.244e-11  5.631e-11
 68 116  3.400e+00  5.800e+00  5.478e-11  6.488e-12  5.517e-11
 68 120  3.400e+00  6.000e+00  5.473e-11  0.000e+00  5.473e-11

 72   0  3.600e+00  0.000e+00 -0.000e+00 -2.006e-10  2.006e-10
 72   4  3.600e+00  2.000e-01  5.331e-12 -2.042e-10  2.043e-10
 72   8  3.600e+00  4.000e-01  9.567e-12 -2.148e-10  2.150e-10
 72  12  3.600e+00  6.000e-01  1.133e-11 -2.333e-10  2.336e-10
 72  16  3.600e+00  8.000e-01  8.523e-12 -2.613e-10  2.614e-10
 72  20  3.600e+00  1.000e+00 -2.447e-12 -3.012e-10  3.012e-10
 72  24  3.600e+00  1.200e+00 -2.853e-11 -3.568e-10  3.579e-10
 72  28  3.600e+00  1.400e+00 -8.461e-11 -4.328e-10  4.410e-10
 72  32  3.600e+00  1.600e+00 -2.059e-10 -5.293e-10  5.679e-10
 72  36  3.600e+00  1.800e+00 -4.767e-10 -5.993e-10  7.658e-10
 72  40  3.600e+00  2.000e+00 -9.407e-10 -3.460e-10  1.002e-09
 72  44  3.600e+00  2.200e+00 -9.319e-10  2.921e-10  9.766e-10
 72  48  3.600e+00  2.400e+00 -4.629e-10  5.380e-10  7.097e-10
 72  52  3.600e+00  2.600e+00 -1.881e-10  4.655e-10  5.020e-10
 72  56  3.600e+00  2.800e+00 -6.134e-11  3.667e-10  3.718e-10
 72  60  3.600e+00  3.000e+00  8.229e-13  2.875e-10  2.875e-10
 72  64  3.600e+00  3.200e+00  3.327e-11  2.274e-10  2.298e-10
 72  68  3.600e+00  3.400e+00  5.073e-11  1.817e-10  1.886e-10
 72  72  3.600e+00  3.600e+00  6.007e-11  1.463e-10  1.582e-10
 72  76  3.600e+00  3.800e+00  6.478e-11  1.185e-10  1.351e-10
 72  80  3.600e+00  4.000e+00  6.678e-11  9.639e-11  1.173e-10
 72  84  3.600e+00  4.200e+00  6.720e-11  7.848e-11  1.033e-10
 72  88  3.600e+00  4.400e+00  6.673e-11  6.382e-11  9.234e-11
 72  92  3.600e+00  4.600e+00  6.580e-11  5.166e-11  8.366e-11
 72  96  3.600e+00  4.800e+00  6.468e-11  4.143e-11  7.681e-11
 72 100  3.600e+00  5.000e+00  6.354e-11  3.268e-11  7.145e-11
 72 104  3.600e+00  5.200e+00  6.250e-11  2.506e-11  6.733e-11
 72 108  3.600e+00  5.400e+00  6.162e-11  1.828e-11  6.428e-11
 72 112  3.600e+00  5.600e+00  6.097e-11  1.209e-11  6.215e-11
 72 116  3.600e+00  5.800e+00  6.055e-11  6.294e-12  6.087e-11
 72 120  3.600e+00  6.000e+00  6.039e-11  0.000e+00  6.039e-11

 76   0  3.800e+00  0.000e+00 -0.000e+00 -1.915e-10  1.915e-10
 76   4  3.800e+00  2.000e-01  1.267e-11 -1.956e-10  1.960e-10
 76   8  3.800e+00  4.000e-01  2.490e-11 -2.074e-10  2.089e-10
 76  12  3.800e+00  6.000e-01  3.608e-11 -2.284e-10  2.312e-10
 76  16  3.800e+00  8.000e-01  4.527e-11 -2.608e-10  2.647e-10
 76  20  3.800e+00  1.000e+00  5.080e-11 -3.091e-10  3.132e-10
 76  24  3.800e+00  1.200e+00  4.919e-11 -3.811e-10  3.843e-10
 76  28  3.800e+00  1.400e+00  3.214e-11 -4.935e-10  4.945e-10
 76  32  3.800e+00  1.600e+00 -2.546e-11 -6.857e-10  6.862e-10
 76  36  3.800e+00  1.800e+00 -2.257e-10 -1.076e-09  1.100e-09
 76  40  3.800e+00  2.000e+00 -1.174e-09 -1.219e-09  1.693e-09
 76  44  3.800e+00  2.200e+00 -1.148e-09  1.178e-09  1.644e-09
 76  48  3.800e+00  2.400e+00 -2.116e-10  1.016e-09  1.038e-09
 76  52  3.800e+00  2.600e+00 -6.574e-12  6.273e-10  6.273e-10
 76  56  3.800e+00  2.800e+00  5.781e-11  4.338e-10  4.377e-10
 76  60  3.800e+00  3.000e+00  8.220e-11  3.186e-10  3.291e-10
 76  64  3.800e+00  3.200e+00  9.150e-11  2.424e-10  2.591e-10
 76  68  3.800e+00  3.400e+00  9.397e-11  1.886e-10  2.107e-10
 76  72  3.800e+00  3.600e+00  9.307e-11  1.489e-10  1.756e-10
 76  76  3.800e+00  3.800e+00  9.050e-11  1.187e-10  1.493e-10
 76  80  3.800e+00  4.000e+00  8.718e-11  9.523e-11  1.291e-10
 76  84  3.800e+00  4.200e+00  8.362e-11  7.668e-11  1.135e-10
 76  88  3.800e+00  4.400e+00  8.014e-11  6.178e-11  1.012e-10
 76  92  3.800e+00  4.600e+00  7.691e-11  4.961e-11  9.152e-11
 76  96  3.800e+00  4.800e+00  7.403e-11  3.952e-11  8.392e-11
 76 100  3.800e+00  5.000e+00  7.156e-11  3.101e-11  7.799e-11
 76 104  3.800e+00  5.200e+00  6.952e-11  2.367e-11  7.344e-11
 76 108  3.800e+00  5.400e+00  6.792e-11  1.721e-11  7.007e-11
 76 112  3.800e+00  5.600e+00  6.677e-11  1.135e-11  6.773e-11
 76 116  3.800e+00  5.800e+00  6.606e-11  5.902e-12  6.632e-11
 76 120  3.800e+00  6.000e+00  6.578e-11  0.000e+00  6.578e-11

 80   0  4.000e+00  0.000e+00 -0.000e+00 -1.750e-10  1.750e-10
 80   4  4.000e+00  2.000e-01  2.045e-11 -1.790e-10  1.802e-10
 80   8  4.000e+00  4.000e-01  4.122e-11 -1.910e-10  1.954e-10
 80  12  4.000e+00  6.000e-01  6.270e-11 -2.122e-10  2.213e-10
 80  16  4.000e+00  8.000e-01  8.546e-11 -2.452e-10  2.596e-10
 80  20  4.000e+00  1.000e+00  1.106e-10 -2.943e-10  3.144e-10
 80  24  4.000e+00  1.200e+00  1.404e-10 -3.679e-10  3.938e-10
 80  28  4.000e+00  1.400e+00  1.816e-10 -4.832e-10  5.162e-10
 80  32  4.000e+00  1.600e+00  2.558e-10 -6.818e-10  7.282e-10
 80  36  4.000e+00  1.800e+00  4.556e-10 -1.098e-09  1.189e-09
 80  40  4.000e+00  2.000e+00  1.385e-09 -1.342e-09  1.929e-09
 80  44  4.000e+00  2.200e+00  1.367e-09  1.308e-09  1.892e-09
 80  48  4.000e+00  2.400e+00  4.636e-10  1.046e-09  1.144e-09
 80  52  4.000e+00  2.600e+00  2.745e-10  6.312e-10  6.883e-10
 80  56  4.000e+00  2.800e+00  2.092e-10  4.315e-10  4.795e-10
 80  60  4.000e+00  3.000e+00  1.768e-10  3.137e-10  3.600e-10
 80  64  4.000e+00  3.200e+00  1.559e-10  2.362e-10  2.830e-10
 80  68  4.000e+00  3.400e+00  1.403e-10  1.819e-10  2.297e-10
 80  72  4.000e+00  3.600e+00  1.276e-10  1.421e-10  1.910e-10
 80  76  4.000e+00  3.800e+00  1.169e-10  1.122e-10  1.621e-10
 80  80  4.000e+00  4.000e+00  1.078e-10  8.927e-11  1.399e-10
 80  84  4.000e+00  4.200e+00  9.994e-11  7.130e-11  1.228e-10
 80  88  4.000e+00  4.400e+00  9.328e-11  5.703e-11  1.093e-10
 80  92  4.000e+00  4.600e+00  8.766e-11  4.551e-11  9.877e-11
 80  96  4.000e+00  4.800e+00  8.298e-11  3.606e-11  9.048e-11
 80 100  4.000e+00  5.000e+00  7.915e-11  2.816e-11  8.401e-11
 80 104  4.000e+00  5.200e+00  7.610e-11  2.142e-11  7.906e-11
 80 108  4.000e+00  5.400e+00  7.378e-11  1.552e-11  7.540e-11
 80 112  4.000e+00  5.600e+00  7.213e-11  1.022e-11  7.285e-11
 80 116  4.000e+00  5.800e+00  7.112e-11  5.308e-12  7.132e-11
 80 120  4.000e+00  6.000e+00  7.074e-11  0.000e+00  7.074e-11

 84   0  4.200e+00  0.000e+00 -0.000e+00 -1.508e-10  1.508e-10
 84   4  4.200e+00  2.000e-01  2.791e-11 -1.546e-10  1.571e-10
 84   8  4.200e+00  4.000e-01  5.686e-11 -1.654e-10  1.749e-10
 84  12  4.200e+00  6.000e-01  8.812e-11 -1.846e-10  2.045e-10
 84  16  4.200e+00  8.000e-01  1.235e-10 -2.139e-10  2.470e-10
 84  20  4.200e+00  1.000e+00  1.661e-10 -2.563e-10  3.054e-10
 84  24  4.200e+00  1.200e+00  2.220e-10 -3.162e-10  3.864e-10
 84  28  4.200e+00  1.400e+00  3.052e-10 -3.994e-10  5.026e-10
 84  32  4.200e+00  1.600e+00  4.506e-10 -5.079e-10  6.790e-10
 84  36  4.200e+00  1.800e+00  7.477e-10 -5.977e-10  9.573e-10
 84  40  4.200e+00  2.000e+00  1.258e-09 -3.508e-10  1.306e-09
 84  44  4.200e+00  2.200e+00  1.257e-09  3.189e-10  1.297e-09
 84  48  4.200e+00  2.400e+00  7.565e-10  5.592e-10  9.407e-10
 84  52  4.200e+00  2.600e+00  4.702e-10  4.673e-10  6.629e-10
 84  56  4.200e+00  2.800e+00  3.348e-10  3.570e-10  4.894e-10
 84  60  4.200e+00  3.000e+00  2.614e-10  2.714e-10  3.768e-10
 84  64  4.200e+00  3.200e+00  2.157e-10  2.080e-10  2.997e-10
 84  68  4.200e+00  3.400e+00  1.839e-10  1.611e-10  2.445e-10
 84  72  4.200e+00  3.600e+00  1.603e-10  1.258e-10  2.037e-10
 84  76  4.200e+00  3.800e+00  1.418e-10  9.902e-11  1.729e-10
 84  80  4.200e+00  4.000e+00  1.271e-10  7.838e-11  1.493e-10
 84  84  4.200e+00  4.200e+00  1.151e-10  6.228e-11  1.309e-10
 84  88  4.200e+00  4.400e+00  1.054e-10  4.956e-11  1.165e-10
 84  92  4.200e+00  4.600e+00  9.748e-11  3.937e-11  1.051e-10
 84  96  4.200e+00  4.800e+00  9.108e-11  3.106e-11  9.623e-11
