# i   j          x          y        u_x        u_y        |u|
#-------------------------------------------------------------
132   8  6.600e+00  4.000e-01 -3.436e-12  2.142e-10  2.143e-10
132  12  6.600e+00  6.000e-01 -9.144e-12  2.288e-10  2.290e-10
132  16  6.600e+00  8.000e-01 -2.062e-11  2.498e-10  2.507e-10
132  20  6.600e+00  1.000e+00 -4.178e-11  2.777e-10  2.809e-10
132  24  6.600e+00  1.200e+00 -7.914e-11  3.118e-10  3.217e-10
132  28  6.600e+00  1.400e+00 -1.436e-10  3.476e-10  3.761e-10
132  32  6.600e+00  1.600e+00 -2.511e-10  3.691e-10  4.464e-10
132  36  6.600e+00  1.800e+00 -4.109e-10  3.306e-10  5.274e-10
132  40  6.600e+00  2.000e+00 -5.643e-10  1.608e-10  5.868e-10
132  44  6.600e+00  2.200e+00 -5.603e-10 -9.764e-11  5.687e-10
132  48  6.600e+00  2.400e+00 -4.006e-10 -2.649e-10  4.802e-10
132  52  6.600e+00  2.600e+00 -2.358e-10 -3.008e-10  3.822e-10
132  56  6.600e+00  2.800e+00 -1.233e-10 -2.764e-10  3.027e-10
132  60  6.600e+00  3.000e+00 -5.376e-11 -2.371e-10  2.431e-10
132  64  6.600e+00  3.200e+00 -1.125e-11 -1.985e-10  1.988e-10
132  68  6.600e+00  3.400e+00  1.499e-11 -1.648e-10  1.655e-10
132  72  6.600e+00  3.600e+00  3.133e-11 -1.365e-10  1.401e-10
132  76  6.600e+00  3.800e+00  4.150e-11 -1.130e-10  1.204e-10
132  80  6.600e+00  4.000e+00  4.776e-11 -9.347e-11  1.050e-10
132  84  6.600e+00  4.200e+00  5.150e-11 -7.717e-11  9.278e-11
132  88  6.600e+00  4.400e+00  5.364e-11 -6.348e-11  8.311e-11
132  92  6.600e+00  4.600e+00  5.474e-11 -5.188e-11  7.542e-11
132  96  6.600e+00  4.800e+00  5.521e-11 -4.193e-11  6.933e-11
132 100  6.600e+00  5.000e+00  5.530e-11 -3.329e-11  6.455e-11
132 104  6.600e+00  5.200e+00  5.519e-11 -2.566e-11  6.087e-11
132 108  6.600e+00  5.400e+00  5.501e-11 -1.879e-11  5.813e-11
132 112  6.600e+00  5.600e+00  5.482e-11 -1.246e-11  5.622e-11
132 116  6.600e+00  5.800e+00  5.469e-11 -6.498e-12  5.507e-11
132 120  6.600e+00  6.000e+00  5.463e-11  0.000e+00  5.463e-11

136   0  6.800e+00  0.000e+00 -0.000e+00  1.995e-10  1.995e-10
136   4  6.800e+00  2.000e-01 -5.850e-12  2.016e-10  2.017e-10
136   8  6.800e+00  4.000e-01 -1.325e-11  2.078e-10  2.082e-10
136  12  6.800e+00  6.000e-01 -2.400e-11  2.179e-10  2.192e-10
136  16  6.800e+00  8.000e-01 -4.038e-11  2.316e-10  2.351e-10
136  20  6.800e+00  1.000e+00 -6.551e-11  2.477e-10  2.562e-10
136  24  6.800e+00  1.200e+00 -1.035e-10  2.635e-10  2.831e-10
136  28  6.800e+00  1.400e+00 -1.593e-10  2.724e-10  3.155e-10
136  32  6.800e+00  1.600e+00 -2.353e-10  2.610e-10  3.514e-10
136  36  6.800e+00  1.800e+00 -3.224e-10  2.086e-10  3.840e-10
136  40  6.800e+00  2.000e+00 -3.865e-10  1.020e-10  3.997e-10
136  44  6.800e+00  2.200e+00 -3.837e-10 -3.241e-11  3.850e-10
136  48  6.800e+00  2.400e+00 -3.143e-10 -1.377e-10  3.432e-10
136  52  6.800e+00  2.600e+00 -2.225e-10 -1.879e-10  2.913e-10
136  56  6.800e+00  2.800e+00 -1.422e-10 -1.965e-10  2.425e-10
136  60  6.800e+00  3.000e+00 -8.215e-11 -1.841e-10  2.016e-10
136  64  6.800e+00  3.200e+00 -4.003e-11 -1.639e-10  1.687e-10
136  68  6.800e+00  3.400e+00 -1.109e-11 -1.422e-10  1.427e-10
136  72  6.800e+00  3.600e+00  8.668e-12 -1.217e-10  1.221e-10
136  76  6.800e+00  3.800e+00  2.214e-11 -1.033e-10  1.057e-10
136  80  6.800e+00  4.000e+00  3.129e-11 -8.719e-11  9.264e-11
136  84  6.800e+00  4.200e+00  3.749e-11 -7.315e-11  8.220e-11
136  88  6.800e+00  4.400e+00  4.165e-11 -6.097e-11  7.384e-11
136  92  6.800e+00  4.600e+00  4.441e-11 -5.037e-11  6.715e-11
136  96  6.800e+00  4.800e+00  4.621e-11 -4.107e-11  6.182e-11
136 100  6.800e+00  5.000e+00  4.735e-11 -3.284e-11  5.762e-11
136 104  6.800e+00  5.200e+00  4.806e-11 -2.546e-11  5.438e-11
136 108  6.800e+00  5.400e+00  4.848e-11 -1.872e-11  5.197e-11
136 112  6.800e+00  5.600e+00  4.871e-11 -1.246e-11  5.028e-11
136 116  6.800e+00  5.800e+00  4.883e-11 -6.507e-12  4.926e-11
136 120  6.800e+00  6.000e+00  4.887e-11  0.000e+00  4.887e-11

140   0  7.000e+00  0.000e+00 -0.000e+00  1.921e-10  1.921e-10
140   4  7.000e+00  2.000e-01 -9.200e-12  1.935e-10  1.937e-10
140   8  7.000e+00  4.000e-01 -1.981e-11  1.973e-10  1.983e-10
140  12  7.000e+00  6.000e-01 -3.335e-11  2.033e-10  2.060e-10
140  16  7.000e+00  8.000e-01 -5.157e-11  2.106e-10  2.168e-10
140  20  7.000e+00  1.000e+00 -7.647e-11  2.175e-10  2.306e-10
140  24  7.000e+00  1.200e+00 -1.100e-10  2.210e-10  2.469e-10
140  28  7.000e+00  1.400e+00 -1.532e-10  2.158e-10  2.647e-10
140  32  7.000e+00  1.600e+00 -2.040e-10  1.942e-10  2.816e-10
140  36  7.000e+00  1.800e+00 -2.533e-10  1.484e-10  2.936e-10
140  40  7.000e+00  2.000e+00 -2.846e-10  7.788e-11  2.951e-10
140  44  7.000e+00  2.200e+00 -2.824e-10 -3.407e-12  2.825e-10
140  48  7.000e+00  2.400e+00 -2.468e-10 -7.297e-11  2.574e-10
140  52  7.000e+00  2.600e+00 -1.935e-10 -1.169e-10  2.261e-10
140  56  7.000e+00  2.800e+00 -1.391e-10 -1.360e-10  1.945e-10
140  60  7.000e+00  3.000e+00 -9.244e-11 -1.379e-10  1.660e-10
140  64  7.000e+00  3.200e+00 -5.578e-11 -1.303e-10  1.417e-10
140  68  7.000e+00  3.400e+00 -2.818e-11 -1.183e-10  1.216e-10
140  72  7.000e+00  3.600e+00 -7.841e-12 -1.048e-10  1.051e-10
140  76  7.000e+00  3.800e+00  6.984e-12 -9.138e-11  9.165e-11
140  80  7.000e+00  4.000e+00  1.773e-11 -7.879e-11  8.076e-11
140  84  7.000e+00  4.200e+00  2.548e-11 -6.728e-11  7.194e-11
140  88  7.000e+00  4.400e+00  3.104e-11 -5.689e-11  6.481e-11
140  92  7.000e+00  4.600e+00  3.502e-11 -4.755e-11  5.906e-11
140  96  7.000e+00  4.800e+00  3.784e-11 -3.915e-11  5.445e-11
140 100  7.000e+00  5.000e+00  3.983e-11 -3.155e-11  5.081e-11
140 104  7.000e+00  5.200e+00  4.120e-11 -2.461e-11  4.799e-11
140 108  7.000e+00  5.400e+00  4.212e-11 -1.818e-11  4.588e-11
140 112  7.000e+00  5.600e+00  4.272e-11 -1.214e-11  4.441e-11
140 116  7.000e+00  5.800e+00  4.305e-11 -6.354e-12  4.352e-11
140 120  7.000e+00  6.000e+00  4.318e-11  0.000e+00  4.318e-11

144   0  7.200e+00  0.000e+00 -0.000e+00  1.820e-10  1.820e-10
144   4  7.200e+00  2.000e-01 -1.116e-11  1.827e-10  1.831e-10
144   8  7.200e+00  4.000e-01 -2.346e-11  1.846e-10  1.861e-10
144  12  7.200e+00  6.000e-01 -3.805e-11  1.873e-10  1.911e-10
144  16  7.200e+00  8.000e-01 -5.610e-11  1.897e-10  1.979e-10
144  20  7.200e+00  1.000e+00 -7.867e-11  1.904e-10  2.060e-10
144  24  7.200e+00  1.200e+00 -1.064e-10  1.868e-10  2.150e-10
144  28  7.200e+00  1.400e+00 -1.386e-10  1.755e-10  2.236e-10
144  32  7.200e+00  1.600e+00 -1.725e-10  1.526e-10  2.303e-10
144  36  7.200e+00  1.800e+00 -2.021e-10  1.156e-10  2.329e-10
144  40  7.200e+00  2.000e+00 -2.193e-10  6.628e-11  2.291e-10
144  44  7.200e+00  2.200e+00 -2.175e-10  1.210e-11  2.179e-10
144  48  7.200e+00  2.400e+00 -1.970e-10 -3.646e-11  2.003e-10
144  52  7.200e+00  2.600e+00 -1.641e-10 -7.190e-11  1.792e-10
144  56  7.200e+00  2.800e+00 -1.272e-10 -9.253e-11  1.573e-10
144  60  7.200e+00  3.000e+00 -9.231e-11 -1.009e-10  1.367e-10
144  64  7.200e+00  3.200e+00 -6.236e-11 -1.007e-10  1.185e-10
144  68  7.200e+00  3.400e+00 -3.802e-11 -9.549e-11  1.028e-10
144  72  7.200e+00  3.600e+00 -1.889e-11 -8.759e-11  8.961e-11
144  76  7.200e+00  3.800e+00 -4.140e-12 -7.856e-11  7.867e-11
144  80  7.200e+00  4.000e+00  7.106e-12 -6.928e-11  6.965e-11
144  84  7.200e+00  4.200e+00  1.561e-11 -6.027e-11  6.225e-11
144  88  7.200e+00  4.400e+00  2.200e-11 -5.174e-11  5.622e-11
144  92  7.200e+00  4.600e+00  2.677e-11 -4.379e-11  5.133e-11
144  96  7.200e+00  4.800e+00  3.031e-11 -3.643e-11  4.739e-11
144 100  7.200e+00  5.000e+00  3.290e-11 -2.961e-11  4.426e-11
144 104  7.200e+00  5.200e+00  3.478e-11 -2.324e-11  4.183e-11
144 108  7.200e+00  5.400e+00  3.610e-11 -1.726e-11  4.001e-11
144 112  7.200e+00  5.600e+00  3.697e-11 -1.157e-11  3.874e-11
144 116  7.200e+00  5.800e+00  3.748e-11 -6.067e-12  3.797e-11
144 120  7.200e+00  6.000e+00  3.767e-11  0.000e+00  3.767e-11

148   0  7.400e+00  0.000e+00 -0.000e+00  1.705e-10  1.705e-10
148   4  7.400e+00  2.000e-01 -1.200e-11  1.707e-10  1.711e-10
148   8  7.400e+00  4.000e-01 -2.482e-11  1.712e-10  1.730e-10
148  12  7.400e+00  6.000e-01 -3.928e-11  1.714e-10  1.758e-10
148  16  7.400e+00  8.000e-01 -5.605e-11  1.706e-10  1.795e-10
148  20  7.400e+00  1.000e+00 -7.559e-11  1.674e-10  1.837e-10
148  24  7.400e+00  1.200e+00 -9.780e-11  1.602e-10  1.877e-10
148  28  7.400e+00  1.400e+00 -1.217e-10  1.470e-10  1.908e-10
148  32  7.400e+00  1.600e+00 -1.449e-10  1.258e-10  1.919e-10
148  36  7.400e+00  1.800e+00 -1.637e-10  9.629e-11  1.900e-10
148  40  7.400e+00  2.000e+00 -1.739e-10  6.005e-11  1.840e-10
148  44  7.400e+00  2.200e+00 -1.725e-10  2.143e-11  1.739e-10
148  48  7.400e+00  2.400e+00 -1.597e-10 -1.413e-11  1.603e-10
148  52  7.400e+00  2.600e+00 -1.383e-10 -4.235e-11  1.446e-10
148  56  7.400e+00  2.800e+00 -1.128e-10 -6.150e-11  1.284e-10
148  60  7.400e+00  3.000e+00 -8.691e-11 -7.214e-11  1.129e-10
148  64  7.400e+00  3.200e+00 -6.314e-11 -7.606e-11  9.885e-11
148  68  7.400e+00  3.400e+00 -4.262e-11 -7.526e-11  8.649e-11
148  72  7.400e+00  3.600e+00 -2.557e-11 -7.145e-11  7.589e-11
148  76  7.400e+00  3.800e+00 -1.177e-11 -6.590e-11  6.695e-11
148  80  7.400e+00  4.000e+00 -7.942e-13 -5.948e-11  5.949e-11
148  84  7.400e+00  4.200e+00  7.833e-12 -5.274e-11  5.332e-11
148  88  7.400e+00  4.400e+00  1.455e-11 -4.600e-11  4.825e-11
148  92  7.400e+00  4.600e+00  1.973e-11 -3.945e-11  4.411e-11
148  96  7.400e+00  4.800e+00  2.370e-11 -3.317e-11  4.077e-11
148 100  7.400e+00  5.000e+00  2.669e-11 -2.719e-11  3.811e-11
148 104  7.400e+00  5.200e+00  2.891e-11 -2.150e-11  3.603e-11
148 108  7.400e+00  5.400e+00  3.051e-11 -1.605e-11  3.447e-11
148 112  7.400e+00  5.600e+00  3.159e-11 -1.079e-11  3.338e-11
148 116  7.400e+00  5.800e+00  3.222e-11 -5.675e-12  3.272e-11
148 120  7.400e+00  6.000e+00  3.246e-11  0.000e+00  3.246e-11

152   0  7.600e+00  0.000e+00 -0.000e+00  1.586e-10  1.586e-10
152   4  7.600e+00  2.000e-01 -1.200e-11  1.584e-10  1.589e-10
152   8  7.600e+00  4.000e-01 -2.455e-11  1.578e-10  1.597e-10
152  12  7.600e+00  6.000e-01 -3.815e-11  1.564e-10  1.610e-10
152  16  7.600e+00  8.000e-01 -5.316e-11  1.536e-10  1.625e-10
152  20  7.600e+00  1.000e+00 -6.968e-11  1.484e-10  1.639e-10
152  24  7.600e+00  1.200e+00 -8.736e-11  1.397e-10  1.648e-10
152  28  7.600e+00  1.400e+00 -1.052e-10  1.265e-10  1.645e-10
152  32  7.600e+00  1.600e+00 -1.216e-10  1.079e-10  1.626e-10
152  36  7.600e+00  1.800e+00 -1.342e-10  8.407e-11  1.583e-10
152  40  7.600e+00  2.000e+00 -1.407e-10  5.641e-11  1.516e-10
152  44  7.600e+00  2.200e+00 -1.396e-10  2.750e-11  1.423e-10
152  48  7.600e+00  2.400e+00 -1.310e-10  4.128e-13  1.310e-10
152  52  7.600e+00  2.600e+00 -1.165e-10 -2.226e-11  1.186e-10
152  56  7.600e+00  2.800e+00 -9.843e-11 -3.915e-11  1.059e-10
152  60  7.600e+00  3.000e+00 -7.918e-11 -5.017e-11  9.374e-11
152  64  7.600e+00  3.200e+00 -6.056e-11 -5.607e-11  8.253e-11
152  68  7.600e+00  3.400e+00 -4.366e-11 -5.796e-11  7.257e-11
152  72  7.600e+00  3.600e+00 -2.897e-11 -5.698e-11  6.392e-11
152  76  7.600e+00  3.800e+00 -1.658e-11 -5.408e-11  5.656e-11
152  80  7.600e+00  4.000e+00 -6.350e-12 -4.997e-11  5.037e-11
152  84  7.600e+00  4.200e+00  1.959e-12 -4.518e-11  4.522e-11
152  88  7.600e+00  4.400e+00  8.624e-12 -4.006e-11  4.097e-11
152  92  7.600e+00  4.600e+00  1.391e-11 -3.482e-11  3.750e-11
152  96  7.600e+00  4.800e+00  1.805e-11 -2.961e-11  3.468e-11
152 100  7.600e+00  5.000e+00  2.125e-11 -2.450e-11  3.243e-11
152 104  7.600e+00  5.200e+00  2.367e-11 -1.951e-11  3.067e-11
152 108  7.600e+00  5.400e+00  2.543e-11 -1.464e-11  2.935e-11
152 112  7.600e+00  5.600e+00  2.664e-11 -9.887e-12  2.842e-11
152 116  7.600e+00  5.800e+00  2.736e-11 -5.211e-12  2.785e-11
152 120  7.600e+00  6.000e+00  2.763e-11  0.000e+00  2.763e-11

156   0  7.800e+00  0.000e+00 -0.000e+00  1.469e-10  1.469e-10
156   4  7.800e+00  2.000e-01 -1.143e-11  1.465e-10  1.470e-10
156   8  7.800e+00  4.000e-01 -2.320e-11  1.453e-10  1.471e-10
156  12  7.800e+00  6.000e-01 -3.558e-11  1.429e-10  1.473e-10
156  16  7.800e+00  8.000e-01 -4.871e-11  1.390e-10  1.473e-10
156  20  7.800e+00  1.000e+00 -6.251e-11  1.328e-10  1.468e-10
156  24  7.800e+00  1.200e+00 -7.659e-11  1.238e-10  1.456e-10
156  28  7.800e+00  1.400e+00 -9.017e-11  1.114e-10  1.433e-10
156  32  7.800e+00  1.600e+00 -1.021e-10  9.535e-11  1.397e-10
156  36  7.800e+00  1.800e+00 -1.108e-10  7.590e-11  1.343e-10
156  40  7.800e+00  2.000e+00 -1.152e-10  5.412e-11  1.273e-10
156  44  7.800e+00  2.200e+00 -1.144e-10  3.164e-11  1.187e-10
156  48  7.800e+00  2.400e+00 -1.085e-10  1.034e-11  1.090e-10
156  52  7.800e+00  2.600e+00 -9.826e-11 -8.153e-12  9.860e-11
156  56  7.800e+00  2.800e+00 -8.518e-11 -2.282e-11  8.818e-11
156  60  7.800e+00  3.000e+00 -7.072e-11 -3.337e-11  7.819e-11
156  64  7.800e+00  3.200e+00 -5.617e-11 -4.007e-11  6.899e-11
156  68  7.800e+00  3.400e+00 -4.243e-11 -4.351e-11  6.077e-11
156  72  7.800e+00  3.600e+00 -3.003e-11 -4.441e-11  5.361e-11
156  76  7.800e+00  3.800e+00 -1.921e-11 -4.342e-11  4.748e-11
156  80  7.800e+00  4.000e+00 -9.983e-12 -4.112e-11  4.231e-11
156  84  7.800e+00  4.200e+00 -2.273e-12 -3.794e-11  3.800e-11
156  88  7.800e+00  4.400e+00  4.073e-12 -3.421e-11  3.445e-11
156  92  7.800e+00  4.600e+00  9.223e-12 -3.016e-11  3.154e-11
156  96  7.800e+00  4.800e+00  1.334e-11 -2.595e-11  2.918e-11
156 100  7.800e+00  5.000e+00  1.658e-11 -2.167e-11  2.729e-11
156 104  7.800e+00  5.200e+00  1.907e-11 -1.739e-11  2.580e-11
156 108  7.800e+00  5.400e+00  2.091e-11 -1.313e-11  2.469e-11
156 112  7.800e+00  5.600e+00  2.218e-11 -8.900e-12  2.390e-11
156 116  7.800e+00  5.800e+00  2.294e-11 -4.702e-12  2.342e-11
156 120  7.800e+00  6.000e+00  2.323e-11  0.000e+00  2.323e-11

160   0  8.000e+00  0.000e+00 -0.000e+00  1.360e-10  1.360e-10
160   4  8.000e+00  2.000e-01 -1.052e-11  1.354e-10  1.358e-10
160   8  8.000e+00  4.000e-01 -2.122e-11  1.338e-10  1.355e-10
160  12  8.000e+00  6.000e-01 -3.222e-11  1.310e-10  1.349e-10
160  16  8.000e+00  8.000e-01 -4.353e-11  1.265e-10  1.338e-10
160  20  8.000e+00  1.000e+00 -5.500e-11  1.201e-10  1.321e-10
160  24  8.000e+00  1.200e+00 -6.628e-11  1.114e-10  1.297e-10
160  28  8.000e+00  1.400e+00 -7.675e-11  1.002e-10  1.262e-10
160  32  8.000e+00  1.600e+00 -8.562e-11  8.629e-11  1.216e-10
160  36  8.000e+00  1.800e+00 -9.200e-11  7.018e-11  1.157e-10
160  40  8.000e+00  2.000e+00 -9.511e-11  5.257e-11  1.087e-10
160  44  8.000e+00  2.200e+00 -9.453e-11  3.456e-11  1.006e-10
160  48  8.000e+00  2.400e+00 -9.029e-11  1.735e-11  9.194e-11
160  52  8.000e+00  2.600e+00 -8.291e-11  2.013e-12  8.293e-11
160  56  8.000e+00  2.800e+00 -7.325e-11 -1.070e-11  7.403e-11
160  60  8.000e+00  3.000e+00 -6.228e-11 -2.047e-11  6.556e-11
160  64  8.000e+00  3.200e+00 -5.090e-11 -2.734e-11  5.777e-11
160  68  8.000e+00  3.400e+00 -3.981e-11 -3.160e-11  5.083e-11
160  72  8.000e+00  3.600e+00 -2.949e-11 -3.369e-11  4.478e-11
160  76  8.000e+00  3.800e+00 -2.021e-11 -3.406e-11  3.961e-11
160  80  8.000e+00  4.000e+00 -1.209e-11 -3.312e-11  3.526e-11
160  84  8.000e+00  4.200e+00 -5.138e-12 -3.123e-11  3.165e-11
160  88  8.000e+00  4.400e+00  7.167e-13 -2.867e-11  2.868e-11
160  92  8.000e+00  4.600e+00  5.564e-12 -2.565e-11  2.625e-11
160  96  8.000e+00  4.800e+00  9.510e-12 -2.234e-11  2.428e-11
160 100  8.000e+00  5.000e+00  1.266e-11 -1.884e-11  2.270e-11
160 104  8.000e+00  5.200e+00  1.511e-11 -1.524e-11  2.146e-11
160 108  8.000e+00  5.400e+00  1.694e-11 -1.158e-11  2.052e-11
160 112  8.000e+00  5.600e+00  1.822e-11 -7.882e-12  1.985e-11
160 116  8.000e+00  5.800e+00  1.899e-11 -4.175e-12  1.945e-11
160 120  8.000e+00  6.000e+00  1.928e-11  0.000e+00  1.928e-11

164   0  8.200e+00  0.000e+00 -0.000e+00  1.260e-10  1.260e-10
164   4  8.200e+00  2.000e-01 -9.427e-12  1.254e-10  1.258e-10
164   8  8.200e+00  4.000e-01 -1.892e-11  1.236e-10  1.251e-10
164  12  8.200e+00  6.000e-01 -2.851e-11  1.206e-10  1.239e-10
164  16  8.200e+00  8.000e-01 -3.815e-11  1.160e-10  1.221e-10
164  20  8.200e+00  1.000e+00 -4.765e-11  1.098e-10  1.197e-10
164  24  8.200e+00  1.200e+00 -5.673e-11  1.016e-10  1.164e-10
164  28  8.200e+00  1.400e+00 -6.492e-11  9.154e-11  1.122e-10
164  32  8.200e+00  1.600e+00 -7.169e-11  7.955e-11  1.071e-10
164  36  8.200e+00  1.800e+00 -7.646e-11  6.600e-11  1.010e-10
164  40  8.200e+00  2.000e+00 -7.878e-11  5.145e-11  9.409e-11
164  44  8.200e+00  2.200e+00 -7.837e-11  3.665e-11  8.652e-11
164  48  8.200e+00  2.400e+00 -7.529e-11  2.242e-11  7.855e-11
164  52  8.200e+00  2.600e+00 -6.985e-11  9.491e-12  7.049e-11
164  56  8.200e+00  2.800e+00 -6.261e-11 -1.583e-12  6.263e-11
164  60  8.200e+00  3.000e+00 -5.422e-11 -1.051e-11  5.523e-11
164  64  8.200e+00  3.200e+00 -4.530e-11 -1.723e-11  4.846e-11
164  68  8.200e+00  3.400e+00 -3.639e-11 -2.188e-11  4.246e-11
164  72  8.200e+00  3.600e+00 -2.788e-11 -2.470e-11  3.725e-11
164  76  8.200e+00  3.800e+00 -2.005e-11 -2.599e-11  3.283e-11
164  80  8.200e+00  4.000e+00 -1.303e-11 -2.606e-11  2.914e-11
164  84  8.200e+00  4.200e+00 -6.896e-12 -2.518e-11  2.610e-11
164  88  8.200e+00  4.400e+00 -1.630e-12 -2.357e-11  2.363e-11
164  92  8.200e+00  4.600e+00  2.806e-12 -2.143e-11  2.162e-11
164  96  8.200e+00  4.800e+00  6.472e-12 -1.891e-11  1.999e-11
164 100  8.200e+00  5.000e+00  9.439e-12 -1.612e-11  1.868e-11
164 104  8.200e+00  5.200e+00  1.177e-11 -1.315e-11  1.765e-11
164 108  8.200e+00  5.400e+00  1.353e-11 -1.005e-11  1.686e-11
164 112  8.200e+00  5.600e+00  1.477e-11 -6.875e-12  1.629e-11
164 116  8.200e+00  5.800e+00  1.552e-11 -3.652e-12  1.594e-11
164 120  8.200e+00  6.000e+00  1.580e-11  0.000e+00  1.580e-11

168   0  8.400e+00  0.000e+00 -0.000e+00  1.172e-10  1.172e-10
168   4  8.400e+00  2.000e-01 -8.258e-12  1.165e-10  1.168e-10
168   8  8.400e+00  4.000e-01 -1.652e-11  1.147e-10  1.159e-10
168  12  8.400e+00  6.000e-01 -2.475e-11  1.117e-10  1.144e-10
168  16  8.400e+00  8.000e-01 -3.287e-11  1.072e-10  1.122e-10
168  20  8.400e+00  1.000e+00 -4.072e-11  1.013e-10  1.092e-10
168  24  8.400e+00  1.200e+00 -4.804e-11  9.385e-11  1.054e-10
168  28  8.400e+00  1.400e+00 -5.452e-11  8.483e-11  1.008e-10
168  32  8.400e+00  1.600e+00 -5.977e-11  7.441e-11  9.544e-11
168  36  8.400e+00  1.800e+00 -6.343e-11  6.285e-11  8.930e-11
168  40  8.400e+00  2.000e+00 -6.520e-11  5.059e-11  8.253e-11
168  44  8.400e+00  2.200e+00 -6.494e-11  3.817e-11  7.532e-11
168  48  8.400e+00  2.400e+00 -6.267e-11  2.615e-11  6.791e-11
168  52  8.400e+00  2.600e+00 -5.861e-11  1.508e-11  6.052e-11
168  56  8.400e+00  2.800e+00 -5.314e-11  5.346e-12  5.340e-11
168  60  8.400e+00  3.000e+00 -4.667e-11 -2.780e-12  4.676e-11
168  64  8.400e+00  3.200e+00 -3.967e-11 -9.208e-12  4.073e-11
168  68  8.400e+00  3.400e+00 -3.253e-11 -1.398e-11  3.541e-11
168  72  8.400e+00  3.600e+00 -2.558e-11 -1.723e-11  3.084e-11
168  76  8.400e+00  3.800e+00 -1.905e-11 -1.915e-11  2.701e-11
168  80  8.400e+00  4.000e+00 -1.309e-11 -1.995e-11  2.386e-11
168  84  8.400e+00  4.200e+00 -7.776e-12 -1.984e-11  2.131e-11
168  88  8.400e+00  4.400e+00 -3.143e-12 -1.900e-11  1.926e-11
168  92  8.400e+00  4.600e+00  8.168e-13 -1.759e-11  1.761e-11
168  96  8.400e+00  4.800e+00  4.134e-12 -1.575e-11  1.628e-11
168 100  8.400e+00  5.000e+00  6.849e-12 -1.358e-11  1.521e-11
168 104  8.400e+00  5.200e+00  9.005e-12 -1.118e-11  1.436e-11
168 108  8.400e+00  5.400e+00  1.065e-11 -8.605e-12  1.369e-11
168 112  8.400e+00  5.600e+00  1.180e-11 -5.915e-12  1.320e-11
168 116  8.400e+00  5.800e+00  1.251e-11 -3.151e-12  1.290e-11
168 120  8.400e+00  6.000e+00  1.278e-11  0.000e+00  1.278e-11

172   0  8.600e+00  0.000e+00 -0.000e+00  1.095e-10  1.095e-10
172   4  8.600e+00  2.000e-01 -7.084e-12  1.089e-10  1.091e-10
172   8  8.600e+00  4.000e-01 -1.413e-11  1.071e-10  1.080e-10
172  12  8.600e+00  6.000e-01 -2.109e-11  1.042e-10  1.063e-10
172  16  8.600e+00  8.000e-01 -2.785e-11  9.994e-11  1.037e-10
172  20  8.600e+00  1.000e+00 -3.429e-11  9.443e-11  1.005e-10
172  24  8.600e+00  1.200e+00 -4.020e-11  8.762e-11  9.640e-11
172  28  8.600e+00  1.400e+00 -4.534e-11  7.957e-11  9.158e-11
172  32  8.600e+00  1.600e+00 -4.946e-11  7.042e-11  8.606e-11
172  36  8.600e+00  1.800e+00 -5.231e-11  6.042e-11  7.992e-11
172  40  8.600e+00  2.000e+00 -5.370e-11  4.991e-11  7.331e-11
172  44  8.600e+00  2.200e+00 -5.354e-11  3.927e-11  6.639e-11
172  48  8.600e+00  2.400e+00 -5.186e-11  2.893e-11  5.938e-11
172  52  8.600e+00  2.600e+00 -4.881e-11  1.928e-11  5.248e-11
172  56  8.600e+00  2.800e+00 -4.464e-11  1.065e-11  4.589e-11
172  60  8.600e+00  3.000e+00 -3.965e-11  3.229e-12  3.979e-11
172  64  8.600e+00  3.200e+00 -3.417e-11 -2.860e-12  3.429e-11
172  68  8.600e+00  3.400e+00 -2.848e-11 -7.613e-12  2.948e-11
172  72  8.600e+00  3.600e+00 -2.285e-11 -1.110e-11  2.540e-11
172  76  8.600e+00  3.800e+00 -1.747e-11 -1.343e-11  2.204e-11
172  80  8.600e+00  4.000e+00 -1.248e-11 -1.476e-11  1.933e-11
172  84  8.600e+00  4.200e+00 -7.971e-12 -1.523e-11  1.719e-11
172  88  8.600e+00  4.400e+00 -3.981e-12 -1.499e-11  1.551e-11
172  92  8.600e+00  4.600e+00 -5.272e-13 -1.418e-11  1.419e-11
172  96  8.600e+00  4.800e+00  2.399e-12 -1.291e-11  1.313e-11
172 100  8.600e+00  5.000e+00  4.817e-12 -1.128e-11  1.226e-11
172 104  8.600e+00  5.200e+00  6.754e-12 -9.378e-12  1.156e-11
172 108  8.600e+00  5.400e+00  8.236e-12 -7.274e-12  1.099e-11
172 112  8.600e+00  5.600e+00  9.289e-12 -5.026e-12  1.056e-11
172 116  8.600e+00  5.800e+00  9.932e-12 -2.686e-12  1.029e-11
172 120  8.600e+00  6.000e+00  1.018e-11  0.000e+00  1.018e-11

176   0  8.800e+00  0.000e+00 -0.000e+00  1.030e-10  1.030e-10
176   4  8.800e+00  2.000e-01 -5.943e-12  1.024e-10  1.026e-10
176   8  8.800e+00  4.000e-01 -1.183e-11  1.007e-10  1.014e-10
176  12  8.800e+00  6.000e-01 -1.760e-11  9.789e-11  9.946e-11
176  16  8.800e+00  8.000e-01 -2.316e-11  9.393e-11  9.675e-11
176  20  8.800e+00  1.000e+00 -2.838e-11  8.884e-11  9.326e-11
176  24  8.800e+00  1.200e+00 -3.312e-11  8.264e-11  8.902e-11
