| G_Breite|  G_Tiefe|    dx| Vs_mit[l/h]| Vs_tra[l/h]
|---------|---------|------|------------|------------
     5.00      4.00   0.05     0.031923     0.025018 
    10.00      6.00   0.05     0.034950     0.027612 
    10.00      6.00   0.05     0.034950     0.027612 
    10.00      6.00   0.05     0.027612 
